model_name,release_year,theme,subtheme,total_pieces,total_mini_figures,availability
Army of Vikings with Heavy Artillery Wagon,2006,Vikings,,312,7,Retail - limited
Viking Double Catapault versus the Armoured Ofnir Dragon,2006,Vikings,,505,3,Retail - limited
"Clone Turbo Tank (non-light-up, 2006 edition)",2006,Star Wars,Episode III,813,8,Retail
LEGO DUPLO Big Crate,2006,Duplo,Zoo,114,2,Not specified
Pink & Pearls Jewels 'n' More,2006,Clikits,,67,NA,Not specified
Tropical Breeze Jewels 'n' More,2006,Clikits,,72,NA,Not specified
Fun Flamingo Frames 'n' More,2006,Clikits,,79,NA,Not specified
Totally Tropical Decor Set,2006,Clikits,,130,NA,Not specified
Pearly Pink Bracelet & Bands,2006,Clikits,,63,NA,Not specified
Glitter & Sparkle Beauty Set,2006,Clikits,,57,NA,Not specified
Winter Wonder Palace,2006,Belville,,168,3,Not specified
Ultimate Princesses,2006,Belville,,149,2,Not specified
Blossom Fairy,2006,Belville,,46,1,Not specified
Stealth Hunter,2006,Exo-Force,Original,164,1,Retail
Grand Titan,2006,Exo-Force,Original,196,1,Retail
Thunder Fury,2006,Exo-Force,Original,197,1,Retail
Fire Vulture,2006,Exo-Force,Original,177,1,Not specified
Sonic Phantom,2006,Exo-Force,Original,215,1,Not specified
Gate Assault,2006,Exo-Force,Original,402,5,Not specified
Mobile Defense Tank,2006,Exo-Force,Original,365,2,Not specified
Striking Venom,2006,Exo-Force,Original,646,6,Not specified
Uplink,2006,Exo-Force,Original,69,1,Not specified
Sentai Headquarters,2006,Exo-Force,Original,1448,8,Not specified
Sentry,2006,Exo-Force,Original,78,1,Not specified
Supernova,2006,Exo-Force,Original,287,1,Not specified
Bridge Walker and White Lightning,2006,Exo-Force,Original,657,4,Not specified
The Batman Dragster: Catwoman Pursuit,2006,Batman,,92,2,Retail
The Batboat: Hunt for Killer Croc,2006,Batman,,188,2,Retail
The Batmobile: Two-Face's Escape,2006,Batman,,386,3,Retail
The Batwing: The Joker's Aerial Assault,2006,Batman,,523,3,Retail
The Batcave: The Penguin and Mr. Freeze's Invasion,2006,Batman,,1071,7,Retail
The Batmobile: Ultimate Collectors' Edition,2006,Batman,,1045,NA,Retail
Arkham Asylum,2006,Batman,,860,7,Retail
Standard Starter Set,2006,Duplo,,75,1,Retail
Deluxe Starter Set,2006,Duplo,,120,2,Not specified
Standard Starter Set,2006,Make and Create,,487,1,Not specified
{Set with two minifigs},2006,Make and Create,,NA,NA,Not specified
Deluxe Starter Set,2006,Make and Create,,1110,3,Not specified
Airport Rescue Truck,2006,Duplo,Airport,30,2,Not specified
Dragon Tournament,2006,Duplo,Castle,44,3,Not specified
Big Pirate Ship,2006,Duplo,Pirates,60,4,Not specified
Pirate Ship,2006,Duplo,Pirates,33,2,Not specified
Shark Attack,2006,Duplo,Pirates,13,1,Not specified
Treasure Hunt,2006,Duplo,Pirates,14,2,Not specified
Ambulance,2006,City,Medical,118,1,Retail
Airport Fire Truck,2006,City,Airport,148,1,Retail
Hospital,2006,City,Medical,382,4,Retail
Passenger Plane,2006,City,Airport,401,4,Retail
Airport,2006,City,Airport,700,5,Retail
Switching Tracks,2006,City,Trains,8,NA,Retail
Straight and Curved Rails,2006,City,Trains,16,NA,Retail
Passenger Train,2006,City,Trains,501,3,Retail
Cargo Train Deluxe,2006,City,Trains,856,5,Retail
Police Boat,2006,City,Police,199,3,Retail
Heavy Loader,2006,City,Construction,347,1,Retail
Airplane Mechanic,2006,City,Airport,26,1,Retail
Doctor's Car,2006,City,Medical,66,1,Retail
Rescue Helicopter,2006,City,Medical,249,3,Retail
City Advent Calendar,2006,City,Seasonal,257,9,Retail - limited
Building Crane,2006,City,Construction,721,3,Retail
Mini Tractor,2006,Technic,,121,NA,Retail
Quad Bike,2006,Technic,,200,NA,Retail
Telehandler,2006,Technic,,323,NA,Retail
Dune Buggy / Tractor,2006,Technic,,872,NA,Retail
Tow Truck,2006,Technic,,1877,NA,Retail
Motor Box,2006,Technic,,93,NA,Retail
Crawler Crane,2006,Technic,,800,NA,Retail
Fire Truck,2006,Technic,,1036,NA,Retail
Dirt Crusher RC,2006,Racers,Outdoor RC,88,NA,Retail
Mindstorms NXT,2006,Mindstorms,NXT,577,NA,Not specified
Converter Cables for Mindstorms NXT,2006,Mindstorms,NXT,3,NA,Not specified
Connector Cables for Mindstorms NXT,2006,Mindstorms,NXT,7,NA,Not specified
Race for the Mask of Life,2006,Bionicle,Playsets,507,8,Not specified
Umbra,2006,Bionicle,Warriors,179,NA,Not specified
Irnakk,2006,Bionicle,Warriors,124,NA,Not specified
Carbon Star,2006,Racers,Tiny Turbos,44,NA,Retail
Blue Renegade,2006,Racers,Tiny Turbos,49,NA,Retail
Fat Trax,2006,Racers,Tiny Turbos,42,NA,Retail
Road Hero,2006,Racers,Tiny Turbos,55,NA,Retail
Highway Enforcer,2006,Racers,Tiny Turbos,52,NA,Retail
Tuner X,2006,Racers,Tiny Turbos,61,NA,Retail
Action Wheeler,2006,Racers,Power Racers,79,NA,Retail
Side Rider,2006,Racers,Power Racers,111,NA,Retail
Fire Spinner,2006,Racers,Power Racers,113,NA,Retail
Jump Master,2006,Racers,Power Racers,105,NA,Retail
Ferrari 430 Spider 1:17,2006,Racers,Ferrari,559,NA,Retail
Ferrari Finish Line,2006,Racers,Ferrari,573,10,Retail
Ferrari F1 Fuel Stop,2006,Racers,Ferrari,189,5,Retail
Ferrari F1 Racer 1:8,2006,Racers,Ferrari,1246,NA,Retail
Outdoor Challenger,2006,Racers,Outdoor RC,104,NA,Retail
Sunset Cruiser,2006,Racers,Outdoor RC,58,NA,Retail
Tuner Garage,2006,Racers,Tiny Turbos,652,NA,Retail
Nitro Intimidator,2006,Racers,Power Racers,724,NA,Retail
King Jayko,2006,Castle,Knights' Kingdom II,130,NA,Not specified
Lord Vladek,2006,Castle,Knights' Kingdom II,112,NA,Not specified
Sir Kentis,2006,Castle,Knights' Kingdom II,43,NA,Not specified
Sir Adric,2006,Castle,Knights' Kingdom II,40,NA,Not specified
Dracus,2006,Castle,Knights' Kingdom II,38,NA,Not specified
Karzon,2006,Castle,Knights' Kingdom II,44,NA,Not specified
Zamor Spheres,2006,Bionicle,Accessories,10,NA,Not specified
Velika,2006,Bionicle,Matoran,21,NA,Not specified
Kazi,2006,Bionicle,Matoran,25,NA,Not specified
Piruk,2006,Bionicle,Matoran,27,NA,Not specified
Garan,2006,Bionicle,Matoran,21,NA,Not specified
Balta,2006,Bionicle,Matoran,22,NA,Not specified
Dalu,2006,Bionicle,Matoran,25,NA,Not specified
Toa Jaller,2006,Bionicle,Toa Inika,46,NA,Not specified
Toa Hahli,2006,Bionicle,Toa Inika,46,NA,Not specified
Toa Nuparu,2006,Bionicle,Toa Inika,54,NA,Not specified
Toa Hewkii,2006,Bionicle,Toa Inika,62,NA,Not specified
Toa Kongu,2006,Bionicle,Toa Inika,46,NA,Not specified
Toa Matoro,2006,Bionicle,Toa Inika,46,NA,Not specified
Axonn,2006,Bionicle,Warriors,196,NA,Not specified
Brutaka,2006,Bionicle,Warriors,193,NA,Not specified
Vezon & Fenrakk,2006,Bionicle,Warriors,281,NA,Not specified
Battle at the Pass,2006,Castle,Knights' Kingdom II,381,11,Retail
Rogue Knight Battleship,2006,Castle,Knights' Kingdom II,152,3,Retail
Gargoyle Bridge,2006,Castle,Knights' Kingdom II,250,3,Retail
Mistlands Tower,2006,Castle,Knights' Kingdom II,431,6,Retail
Piraka Outpost,2006,Bionicle,Playsets,211,4,Not specified
Lava Chamber Gate,2006,Bionicle,Playsets,373,8,Not specified
Piraka Stronghold,2006,Bionicle,Playsets,648,12,Not specified
Reidak,2006,Bionicle,Piraka,41,NA,Not specified
Hakann,2006,Bionicle,Piraka,42,NA,Not specified
Vezok,2006,Bionicle,Piraka,41,NA,Not specified
Zaktan,2006,Bionicle,Piraka,41,NA,Not specified
Avak,2006,Bionicle,Piraka,41,NA,Not specified
Thok,2006,Bionicle,Piraka,42,NA,Not specified
Community People Set,2006,Education,Duplo,20,20,Not specified
Community Workers,2006,Education,,235,31,Not specified
Rechargeable Battery,2006,Mindstorms,NXT,1,NA,Not specified
Transformer,2006,Mindstorms,NXT,1,NA,Not specified
NXT Intelligent Brick,2006,Mindstorms,NXT,1,NA,Not specified
Interactive Servo Motor,2006,Mindstorms,NXT,1,NA,Not specified
Touch Sensor,2006,Mindstorms,NXT,1,NA,Not specified
Light Sensor,2006,Mindstorms,NXT,1,NA,Not specified
Sound Sensor,2006,Mindstorms,NXT,1,NA,Not specified
Ultrasonic Sensor,2006,Mindstorms,NXT,1,NA,Not specified
Bluetooth Dongle,2006,Mindstorms,NXT,1,NA,Not specified
Bag of Bricks,2006,Quatro,,15,NA,Not specified
1x1 Stud Light Grey,2006,Bulk Bricks,,90,NA,LEGO exclusive
1x1 Stud Medium Grey,2006,Bulk Bricks,,90,NA,LEGO exclusive
1x1 Stud Dark Grey,2006,Bulk Bricks,,90,NA,LEGO exclusive
Compass Sensor for Mindstorms NXT,2006,Mindstorms,NXT,1,NA,Not specified
Burlington Northern Santa Fe (BNSF) Locomotive,2005,Trains,9 V,407,2,LEGO exclusive
Death Star II,2005,Star Wars,Ultimate Collector Series,3441,NA,Retail - limited
Sandcrawler,2005,Star Wars,Episode IV-VI,1669,11,Retail
Mrs. Bunny,2005,Seasonal,Easter,61,NA,LEGO exclusive
Chicken & Chicks,2005,Seasonal,Easter,57,NA,LEGO exclusive
TTX Intermodal Double-Stack Car,2005,Trains,9 V,366,NA,LEGO exclusive
Voporak,2005,Bionicle,Warriors,647,NA,Not specified
Trial Size Bag (Chromika Promotion),2005,Creator,,16,NA,Promotional
Dizzy's Bridge Set,2005,Duplo,Bob the Builder,20,1,Not specified
Benny's Dig Set,2005,Duplo,Bob the Builder,19,NA,Not specified
Muck's Recycling Set,2005,Duplo,Bob the Builder,33,1,Not specified
Roley's Road Set,2005,Duplo,Bob the Builder,26,1,Not specified
Travis and the Mobile Caravan,2005,Duplo,Bob the Builder,24,1,Not specified
Scoop and Lofty at the Building Yard,2005,Duplo,Bob the Builder,59,1,Not specified
Build Your Own House,2005,Make and Create,,1200,NA,Not specified
My First Train,2005,Duplo,Trains,12,1,Not specified
Train Starter Set,2005,Duplo,Trains,65,2,Not specified
Deluxe Train Set,2005,Duplo,Trains,110,3,Not specified
Level Crossing,2005,Duplo,Trains,14,NA,Not specified
Bridge,2005,Duplo,Trains,26,NA,Not specified
Points,2005,Duplo,Trains,2,NA,Not specified
Station,2005,Duplo,Trains,46,2,Not specified
50th Anniversary Bucket,2005,Duplo,,90,NA,Not specified
Fun with Bricks,2005,Make and Create,,200,1,Not specified
50th Anniversary Bucket,2005,Make and Create,,500,NA,Not specified
Dragon Pod ,2005,Creator,X-Pod,52,NA,Retail
Monster Pod ,2005,Creator,X-Pod,49,NA,Retail
Aqua Pod ,2005,Creator,X-Pod,56,NA,Retail
Arachno Pod ,2005,Creator,X-Pod,57,NA,Retail
Big LEGO Box 1000,2005,Creator,,1000,NA,Retail
Handy Box,2005,Duplo,,120,NA,Not specified
Handy Box,2005,Creator,,800,NA,Retail
50th Anniversary Tub,2005,Creator,,1000,NA,Retail - limited
Farm Animals,2005,Duplo,LEGO Ville,5,NA,Not specified
Garbage Truck,2005,Duplo,LEGO Ville,12,1,Not specified
Construction Worker,2005,Duplo,LEGO Ville,4,1,Not specified
Post Office,2005,Duplo,LEGO Ville,21,1,Not specified
Zoo,2005,Duplo,LEGO Ville,48,2,Not specified
Fire Station,2005,Duplo,LEGO Ville,56,3,Not specified
Big Farm,2005,Duplo,LEGO Ville,70,3,Not specified
LEGO Strata Blue,2005,Make and Create,,1500,NA,Not specified
Rescue from the Merpeople,2005,Harry Potter,Goblet of Fire,175,5,Retail
Graveyard Duel,2005,Harry Potter,Goblet of Fire,548,8,Retail
Harry and the Hungarian Horntail,2005,Harry Potter,Goblet of Fire,265,3,Retail
The Durmstrang Ship,2005,Harry Potter,Goblet of Fire,550,2,Retail
Blizzard Blaster,2005,Alpha Team,Mission Deep Freeze,303,2,Retail
Scorpion Orb Launcher,2005,Alpha Team,Mission Deep Freeze,227,2,Retail
Defence Tower,2005,Duplo,Castle,64,2,Not specified
Bulk Set - 500 bricks,2005,Creator,,500,NA,Retail
Bulk Set - 300 bricks,2005,Creator,,300,NA,Retail
Bulk Set - 200 bricks,2005,Creator,,200,NA,Retail
DUPLO Basic Bricks,2005,Duplo,,30,NA,Not specified
Castle Black Dragon,2005,Duplo,Castle,8,1,Not specified
Black Castle,2005,Duplo,Castle,380,6,Not specified
Princess' Palace,2005,Duplo,Princess Castle,78,3,Not specified
Princess' Horse and Carriage,2005,Duplo,Princess Castle,15,2,Not specified
Princess' Bedroom,2005,Duplo,Princess Castle,12,1,Not specified
Rahaga Gaaki,2005,Bionicle,Rahaga,28,NA,Not specified
Rahaga Pouks,2005,Bionicle,Rahaga,28,NA,Not specified
Rahaga Kualus,2005,Bionicle,Rahaga,28,NA,Not specified
Cool Friends Notes,2005,Clikits,,11,NA,Not specified
Groovy Friends Gems,2005,Clikits,,13,NA,Not specified
Fun Friends Hair Bands,2005,Clikits,,22,NA,Not specified
Rahaga Norik,2005,Bionicle,Rahaga,28,NA,Not specified
Rahaga Bomonga,2005,Bionicle,Rahaga,28,NA,Not specified
Rahaga Iruini,2005,Bionicle,Rahaga,28,NA,Not specified
Robo Platoon,2005,Creator,Designer Set,218,NA,Retail
Speed Wings,2005,Creator,Designer Set,161,NA,Retail
Gear Grinders,2005,Creator,Designer Set,273,NA,Retail
Wild Hunters,2005,Creator,Designer Set,630,NA,Retail
Underwater Exploration,2005,Creator,Designer Set,623,NA,Retail
LEGO Deluxe,2005,Creator,,1500,NA,Retail
Quatro 100,2005,Quatro,,100,NA,Not specified
50th Anniversary Tub,2005,Duplo,,139,NA,Not specified
Quatro 50,2005,Quatro,,50,NA,Not specified
Mountain Climber,2005,Quatro,,15,NA,Not specified
Creator Tub,2005,Creator,,700,NA,Retail
Make and Create Bucket,2005,Make and Create,,700,NA,Retail
Duplo Bucket Green,2005,Duplo,,120,NA,Not specified
Happy Flower Rattle & Teether,2005,Baby,,2,NA,Not specified
Shape Sorter House,2005,Baby,,12,NA,Not specified
Bathtime Boat,2005,Baby,,4,1,Not specified
Play Train,2005,Baby,,6,1,Not specified
Play Plane,2005,Baby,,2,1,Not specified
Bendy Caterpillar,2005,Baby,,3,NA,Not specified
My First Quatro Set,2005,Quatro,,20,NA,Not specified
Duplo Dog,2005,Duplo,,32,NA,Not specified
Duplo Airplane,2005,Duplo,,32,NA,Not specified
Airport,2005,Factory,,607,NA,Not specified
Amusement Park,2005,Factory,,1344,NA,Not specified
Skyline,2005,Factory,,2747,NA,Not specified
James at Knapford Station,2005,Duplo,Thomas the Tank Engine,32,NA,Retail
Thomas Load and Carry Train Set,2005,Duplo,Thomas the Tank Engine,61,NA,Retail
Toby at Wellsworth Station,2005,Duplo,Thomas the Tank Engine,18,NA,Retail
Percy at the Water Tower,2005,Duplo,Thomas the Tank Engine,15,NA,Retail
The Mermaid Castle,2005,Belville,,237,3,Not specified
Snow Queen,2005,Belville,,59,1,Not specified
The Tinderbox,2005,Belville,,82,1,Not specified
The Princess and the Pea,2005,Belville,,55,1,Not specified
Thumbelina,2005,Belville,,49,1,Not specified
Catapult,2005,Castle,Knights' Kingdom II,27,NA,Unknown
The Grand Tournament with sword and shield,2005,Castle,Product Collection,312,NA,Not specified
City Construction Value Pack,2005,City,Product Collection,226,NA,Retail - limited
Special Edition Guardian Toa,2005,Bionicle,Product Collection,108,NA,Not specified
Thomas Bridge & Tunnel Set,2005,Duplo,Product Collection,87,NA,Retail - limited
Attack from the Sea,2005,Castle,Product Collection,314,NA,Retail - limited
Knights' Value Pack,2005,Castle,Product Collection,87,NA,Retail - limited
Vladek Value Pack,2005,Castle,Product Collection,42,NA,Retail - limited
Episode III Collectors' Set,2005,Star Wars,Product Collection,544,NA,Retail - limited
Toa Hordika Value Pack,2005,Bionicle,Product Collection,144,NA,Not specified
Jedi Starfighter,2005,Star Wars,Mini Building Set,38,NA,Promotional
Viking Warrior challenges the Fenris Wolf,2005,Vikings,,76,1,Retail - limited
Viking Boat against the Wyvern Dragon,2005,Vikings,,112,2,Retail - limited
Viking Catapult versus the Nidhogg Dragon ,2005,Vikings,,225,2,Retail - limited
Viking Ship challenges the Midgard Serpent ,2005,Vikings,,578,6,Retail - limited
Viking Fortress against the Fafnir Dragon,2005,Vikings,,1019,6,Retail - limited
Police Motorcycle,2005,City,Police,28,1,Retail
Police Car,2005,City,Police,59,1,Retail
Police Station,2005,City,Police,586,5,Retail
Fire Helicopter,2005,City,Fire,75,1,Retail
Fire Truck,2005,City,Fire,214,2,Retail
Fire Station,2005,City,Fire,260,3,Retail
Fire Car,2005,City,Fire,46,1,Retail
Street Sweeper,2005,City,Construction,63,1,Retail
Construction Site,2005,City,Construction,298,3,Retail
Speedboat,2005,City,Harbour,107,2,Retail
Prisoner Transport,2005,City,Police,98,2,Retail
Mini Digger,2005,City,Construction,36,1,Retail
Digger,2005,City,Construction,127,1,Retail
XXL Mobile Crane,2005,City,Construction,524,2,Retail
Clone Scout Walker,2005,Star Wars,Episode III,108,1,Retail
Darth Vader Transformation,2005,Star Wars,Episode III,53,3,Retail
Droid Tri-Fighter,2005,Star Wars,Episode III,148,1,Retail
General Grievous Chase,2005,Star Wars,Episode III,111,2,Retail
Jedi Starfighter and Vulture Droid,2005,Star Wars,Episode III,202,1,Retail
Ultimate Lightsaber Duel,2005,Star Wars,Episode III,282,2,Retail
Wookiee Attack,2005,Star Wars,Episode III,366,5,Retail
ARC-170 Fighter,2005,Star Wars,Episode III,396,4,Retail
Wookiee Catamaran,2005,Star Wars,Episode III,376,6,Retail
Clone Turbo Tank,2005,Star Wars,Episode III,801,7,Retail
TIE Fighter,2005,Star Wars,Episode IV-VI,159,2,Retail
Imperial Inspection,2005,Star Wars,Episode IV-VI,367,10,Retail
Straight & Crossroad Plates,2005,City,General,2,NA,Retail
T-Junction & Curved Road Plates,2005,City,General,2,NA,Retail
Ultimate Space Battle,2005,Star Wars,Episode III,567,4,Not specified
Dino Quad,2005,Dino 2010,,39,1,Not specified
Dino Buggy Chaser,2005,Dino 2010,,83,1,Not specified
Dino 4WD Trapper,2005,Dino 2010,,283,1,Not specified
Dino Track Transport,2005,Dino 2010,,363,3,Not specified
Dino Air Tracker,2005,Dino 2010,,711,4,Not specified
City Advent Calendar,2005,City,Seasonal,203,9,Retail - limited
Dump Truck,2005,City,Construction,187,1,Retail
Steel Sprinter vs. Mutant Lizard,2005,Dino Attack,,42,1,Retail
Urban Avenger vs. Raptor,2005,Dino Attack,,87,1,Retail
Fire Hammer vs. Mutant Lizards,2005,Dino Attack,,254,1,Retail
Iron Predator vs. T-Rex,2005,Dino Attack,,278,3,Retail
T-1 Typhoon vs. T-Rex,2005,Dino Attack,,605,4,Retail
Hip Hair Set,2005,Clikits,,16,NA,Not specified
Pretty in Pink Beauty Set,2005,Clikits,,136,NA,Not specified
Pretty In Pink Jewels-n-More,2005,Clikits,,67,1,Not specified
Stylin' Citrus Jewels-n-More,2005,Clikits,,67,1,Not specified
Groovy Grape Jewels-n-More,2005,Clikits,,67,1,Not specified
Modern Magnetic Room Decor,2005,Clikits,,72,NA,Not specified
Cool Carry-All Set,2005,Clikits,,74,NA,Not specified
Totally Clikits Fashion Bag and Accessories,2005,Clikits,,125,NA,Not specified
Friends 4-Ever Jewels & More,2005,Clikits,,66,NA,Not specified
Friendship Frames & Notes,2005,Clikits,,70,NA,Not specified
Flashin' Fashion Frame,2005,Clikits,,50,NA,Not specified
Blooms and Butterflies,2005,Clikits,,14,NA,Not specified
Shells and Starfish,2005,Clikits,,14,NA,Not specified
Sports and Stars,2005,Clikits,,14,NA,Not specified
Holiday Gift Calendar,2005,Clikits,,115,NA,Not specified
Airport Action Set,2005,Duplo,Airport,103,5,Not specified
Helicopter Rescue Unit,2005,Duplo,Airport,25,3,Not specified
Jet Fuel Truck,2005,Duplo,Airport,10,1,Not specified
Plane,2005,Duplo,Airport,32,2,Not specified
Hans Christian Andersen Bucket,2005,Creator,,500,NA,LEGO exclusive
Dump Truck,2005,Technic,,284,NA,Retail
Fork-Lift,2005,Technic,,729,NA,Retail
Mini Loader,2005,Technic,,66,NA,Retail
Excavator,2005,Technic,,286,NA,Retail
Street Bike,2005,Technic,,506,NA,Retail
Mobile Crane,2005,Technic,,1884,NA,Retail
Flame Glider,2005,Racers,Tiny Turbos,52,NA,Retail
Monster Crusher,2005,Racers,Tiny Turbos,43,NA,Retail
Power Cruiser,2005,Racers,Tiny Turbos,46,NA,Retail
Street Maniac,2005,Racers,Tiny Turbos,36,NA,Retail
Muscle Slammer Bike,2005,Racers,Power Racers,126,NA,Retail
Speed Slammer Bike,2005,Racers,Power Racers,126,NA,Retail
Night Racer,2005,Racers,Power Racers,76,NA,Retail
Buzz Saw,2005,Racers,Power Racers,64,NA,Retail
Nitro Menace,2005,Racers,Power Racers,620,NA,Retail
Furious Slammer Racer,2005,Racers,Power Racers,254,NA,Retail
Jumping Giant,2005,Racers,Power Racers,242,NA,Retail
Enzo Ferrari 1:17,2005,Racers,Ferrari,477,NA,Retail
Enzo Ferrari 1:10,2005,Racers,Ferrari,1360,NA,Retail
Scuderia Ferrari Truck,2005,Racers,Ferrari,813,6,Retail
RX-Sprinter,2005,Racers,Tiny Turbos,58,NA,Retail
F6 Truck,2005,Racers,Tiny Turbos,47,NA,Retail
ATR 4,2005,Racers,Tiny Turbos,39,NA,Retail
Big Bling Wheelie,2005,Racers,Tiny Turbos,32,NA,Retail
BIONICLE Exclusive Accessories,2005,Bionicle,Accessories,401,NA,Not specified
Toa Hordika Vakama,2005,Bionicle,Toa Hordika,48,NA,Not specified
